international_designator,norad_catalog_number,satellite_name,source,launch_date,launch_site,object_type,last_data
1992-047AV,39054.0,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2022-09-03T23:44:36.850560
1981-053MU,39056.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2016-08-23T00:18:47.942496
1986-019VS,39104.0,ARIANE 1 DEB,FR,1986-02-22,FRGUI,DEB,2024-10-11T09:31:12.882432
1999-025EVZ,39112.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-25T04:36:13.438080
1999-025EWA,39113.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-29T13:22:02.826624
1999-025EWB,39114.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-02-27T13:13:49.669248
2013-031B,39189.0,O3B FM4,O3B,2013-06-25,FRGUI,PAY+,2025-01-09T19:40:48.114912
1994-029AEU,39309.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-12-02T00:54:35.443008
1994-029AFF,39320.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2025-02-07T03:55:50.659392
2008-011DB,39324.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2019-08-14T12:39:07.404192
2008-011DC,39325.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-05-09T07:16:42.433824
2008-011DD,39326.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-10-03T22:16:03.270432
2008-011DE,39327.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-06-14T23:09:36.588384
2008-011DF,39328.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2023-11-13T21:51:25.892640
2008-011DG,39329.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2014-04-04T09:27:55.905984
2008-011DJ,39331.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-10-22T00:29:54.283488
2010-042D,39332.0,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2023-12-12T13:16:37.830432
2010-042H,39336.0,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2023-11-19T19:07:21.938880
2010-057F,39341.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2025-01-21T23:33:02.517696
2010-057V,39355.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-07-06T10:41:18.151008
2013-066V,39435.0,WREN,GER,2013-11-21,DLS,PAY-,2014-04-09T08:26:42.838944
1999-025EWC,39535.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-07-19T11:21:12.938688
1999-025EWH,39540.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-03-09T06:50:36.278304
1999-025EWK,39542.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-10-28T05:58:14.703456
1993-036BUB,39545.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-09-02T20:20:02.055264
1993-036BUE,39548.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-10-17T19:14:20.272128
1993-036BUF,39549.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-12-27T23:05:17.256192
1993-036BUG,39550.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2023-03-03T03:21:09.995328
1993-036BUM,39582.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-01-05T17:59:48.075936
1993-036BUT,39588.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-09-09T03:55:35.078880
1997-051AAG,39594.0,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2024-08-28T06:37:42.044448
2007-003AK,39598.0,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2023-11-10T04:51:48.079584
1979-095CD,39602.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-07-21T10:48:00.063072
1979-095CH,39606.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2022-09-14T16:55:17.559840
1979-095CJ,39607.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2015-08-12T09:39:29.467296
1991-009DK,39696.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-10-06T07:15:09.258336
1991-009DL,39697.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-03-18T04:08:04.462368
1991-009DN,39699.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-06-11T07:42:48.515904
1991-009DP,39700.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2022-10-20T00:33:10.372608
1991-009DQ,39701.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-09-09T07:23:49.155648
1991-009DS,39703.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-09-14T06:53:47.343264
1992-060F,39704.0,ARIANE 44LP DEB,FR,1992-09-10,FRGUI,DEB,2024-05-10T18:22:32.094336
1992-060G,39705.0,ARIANE 44LP DEB,FR,1992-09-10,FRGUI,DEB,2024-04-02T18:56:55.508640
1992-060H,39706.0,ARIANE 44LP DEB,FR,1992-09-10,FRGUI,DEB,2023-03-11T09:13:46.657056
1992-093JX,39707.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-11-05T10:50:17.515104
1992-093KA,39710.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-11-12T06:50:12.888960
1992-093KC,39712.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-08-27T05:45:36.876960
1992-093KG,39716.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2017-02-17T06:55:21.830304
1992-093KP,39723.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2021-02-25T02:36:14.133024
1992-093KR,39725.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-11-04T04:10:35.808384
1997-051AAL,39779.0,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2023-12-02T07:03:58.255200
1997-051ABD,39796.0,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2018-05-17T18:24:43.254720
2008-046K,39798.0,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2022-05-21T05:42:06.654528
2008-046L,39799.0,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2023-04-08T23:46:04.420416
2008-046Q,39803.0,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2019-03-16T17:00:46.421568
2008-046R,39804.0,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2018-10-30T00:17:34.894752
1987-020EH,39809.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2012-05-31T14:16:57.784800
1987-020EK,39811.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-12-11T19:23:40.596000
1987-020EL,39812.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2022-09-25T07:16:48.322848
1987-020EZ,39825.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-10-29T16:06:52.132608
1987-020FA,39826.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2015-06-17T15:19:34.231296
1987-020FC,39828.0,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-08-20T02:06:20.655648
1991-009DT,39835.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-03-23T01:20:45.909888
1991-009DV,39837.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-05-12T17:11:29.632416
1991-009DY,39840.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2025-01-30T03:41:35.154240
1992-093KW,39844.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-11-11T21:17:09.569184
1992-093KX,39845.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-25T13:46:39.542592
1992-093KY,39846.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-11-16T05:49:58.705248
1992-093KZ,39847.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-15T17:29:31.168608
1992-093LD,39851.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2023-01-12T03:40:04.720224
1992-093LE,39852.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-04-27T06:41:35.412576
1992-093LL,39858.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-09-22T08:07:12.111168
1992-093LQ,39862.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-08-26T07:56:44.344320
1992-093LU,39866.0,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-26T18:02:02.947200
1993-016AS,39868.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-13T22:43:30.128736
1993-016AT,39869.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2015-05-14T11:00:31.718880
1993-016AU,39870.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-29T01:41:29.357088
1993-016AY,39874.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-10-28T19:47:50.179776
1993-016AZ,39875.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2014-07-19T01:24:25.927488
1993-016BA,39876.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-08-26T16:54:50.526144
1993-016BB,39877.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-13T15:15:40.348224
1993-016BC,39878.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-18T14:41:43.430208
1993-016BD,39879.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-08-23T22:11:30.052896
1993-016BE,39880.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-06T17:49:52.902624
1993-016BH,39883.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-05-18T00:50:17.631456
1993-016BJ,39884.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-14T22:04:23.656800
1993-016BK,39885.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-08T13:43:33.629664
1993-016BM,39887.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-10T15:30:53.546976
1993-016BN,39888.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2024-12-19T04:58:21.405216
1993-016BS,39892.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-03T16:31:17.909472
1993-016BT,39893.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-01T18:37:16.126176
1993-016BU,39894.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-29T23:39:10.540224
1993-016BW,39896.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-08T10:56:20.953248
1993-016BX,39897.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2020-10-08T12:32:45.654432
1993-016CB,39901.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-10-20T18:40:48.480960
1993-016CE,39904.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2011-08-24T00:22:06.754944
1993-016CF,39905.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2023-01-28T09:20:27.178080
1993-016CG,39906.0,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-23T09:15:04.564800
1994-029AFL,39913.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-09-01T00:39:53.405280
1994-029AFQ,39917.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2025-02-05T08:37:44.656896
1994-029AFU,39921.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-09-04T22:02:16.880352
1994-029AFW,39923.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-05-11T16:30:10.457856
1994-029AGC,39929.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-12-24T17:45:02.808576
2006-006DF,39933.0,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2021-03-25T01:50:12.089184
2006-006DG,39934.0,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2013-06-23T20:06:55.078272
1981-053NA,39940.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-08-08T13:55:10.844832
1981-053NL,39950.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-02-18T04:15:50.122944
1981-053NN,39952.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2018-03-26T13:39:30.588192
1981-053NP,39953.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-12-21T18:26:49.081632
1981-053NR,39955.0,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-08-29T07:36:38.349792
1987-068CW,39970.0,SL-14 DEB,CIS,1987-08-18,PLMSC,DEB,2024-06-19T15:08:31.879392
1987-068DE,39978.0,SL-14 DEB,CIS,1987-08-18,PLMSC,DEB,2024-07-31T12:32:21.226560
2008-011DL,39987.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-05-14T09:45:44.867520
2008-011DP,39990.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2021-07-29T07:26:12.727392
2008-011DQ,39991.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-01-29T22:43:33.072384
2008-011DR,39992.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-05-14T00:55:49.872288
2008-011DT,39994.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2022-11-11T17:39:41.783328
2008-011DU,39995.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2023-05-12T06:15:08.082144
2008-011DV,39996.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-10-29T03:18:31.571424
2008-011DW,39997.0,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-10-23T23:20:17.424096
2002-040E,39998.0,MSG 1 DEB [COOLER COVER],EUME,2002-08-28,FRGUI,DEB,2024-12-10T12:01:43.561632
2008-046S,40121.0,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2018-05-13T04:46:57.444672
2007-003AL,40152.0,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2017-06-29T00:04:45.914880
2007-003AM,40153.0,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2009-09-24T13:48:20.011968
2007-003AN,40154.0,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2009-07-25T22:47:59.841024
2007-003AP,40155.0,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2024-07-30T05:23:27.414240
2007-003AQ,40156.0,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2022-10-17T09:26:57.505632
2010-042L,40159.0,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-11-20T23:56:40.632864
2010-042Q,40163.0,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-05-08T04:51:34.380000
2010-042V,40168.0,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2014-06-29T23:49:46.880544
2010-057AB,40173.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2014-01-06T07:35:52.167264
2010-057AD,40175.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-08-01T23:52:40.622304
2010-057AE,40176.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2023-10-29T07:45:17.078976
2010-057AF,40177.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-08-09T05:26:20.742144
2011-077D,40180.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2023-12-17T09:11:46.157568
2011-077P,40190.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2015-05-02T14:25:20.240544
2011-077Q,40191.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2024-08-01T15:46:06.866688
2011-077R,40192.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2015-01-25T02:51:53.333856
2012-008P,40204.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2025-01-18T00:29:42.565920
2012-008Q,40205.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-08-27T00:41:42.821376
1979-095CL,40213.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2022-08-28T07:08:41.082144
1979-095CN,40215.0,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-09-17T06:12:32.473152
1986-088E,40216.0,SCOUT G-1 DEB,US,1986-11-14,AFWTR,DEB,2024-04-03T00:46:35.939424
1993-036BVJ,40229.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2015-03-04T19:30:05.127840
1993-036BVQ,40235.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2023-01-28T22:52:17.676768
1993-036BVR,40236.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-19T16:52:27.020928
1993-036BVS,40237.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-11-17T16:16:23.894112
1994-029AGL,40244.0,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-10-08T17:59:34.369440
2008-046T,40245.0,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2019-03-15T07:16:14.435040
1982-029P,40328.0,COSMOS 1348 DEB,CIS,1982-04-07,PLMSC,DEB,2019-04-18T05:00:12.113856
1991-009DZ,40357.0,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2016-06-02T14:00:41.582304
2015-007B,40391.0,FALCON 9 R/B,US,2015-02-11,AFETR,R/B,2022-02-11T04:46:49.999584
1995-015BT,40475.0,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,DEB,2024-11-09T19:43:29.703648
1995-015BY,40480.0,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,DEB,2024-10-12T01:00:48.847392
1965-108DR,40551.0,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-04T09:20:00.229056
1966-040BG,40643.0,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2015-07-23T17:09:13.889376
2015-013F,40649.0,DELTA 4 DEB,US,2015-03-25,AFETR,DEB,2016-04-21T22:12:26.561952
1999-025EWN,40682.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-07-03T04:42:35.420256
1999-025EWQ,40684.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-21T21:59:51.945216
1999-025EWR,40685.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-11-12T10:52:19.939584
1999-025EWS,40686.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-09-21T11:48:05.356224
1999-025EWT,40687.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2016-11-13T02:30:48.835296
1999-025EWY,40692.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-04-16T16:07:21.914688
1999-025EWZ,40693.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-28T19:05:26.903328
1999-025EXA,40694.0,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-10-25T08:22:40.893888
1984-072L,40709.0,METEOR 2-11 DEB,CIS,1984-07-05,PLMSC,DEB,2025-01-01T11:34:08.480640
1993-055D,40711.0,METEOR 2-21 DEB,CIS,1993-08-31,PLMSC,DEB,2022-10-21T02:54:25.275168
1993-055E,40712.0,METEOR 2-21 DEB,CIS,1993-08-31,PLMSC,DEB,2022-03-07T06:54:38.781504
1976-077FW,40753.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2015-11-20T10:16:07.306176
1976-077GC,40759.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2025-02-02T22:02:46.981248
1976-077GD,40760.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2015-10-10T07:21:03.373056
1976-077GL,40767.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2015-07-04T19:30:40.970016
1976-077GN,40769.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2023-12-06T21:23:57.225120
1976-077GP,40770.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2024-01-03T17:35:21.588864
1976-077GR,40772.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2024-04-21T18:55:45.115104
1976-077GS,40773.0,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2024-03-11T03:18:58.145472
1979-104AC,40775.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2024-07-05T20:56:42.232128
1979-104AD,40776.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2022-11-15T05:18:37.518912
1979-104AG,40779.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2024-11-02T07:07:11.697024
1979-104AK,40782.0,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2022-11-25T06:30:15.156864
1989-006CC,40783.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-08-29T15:44:28.735296
1989-006CD,40784.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2019-06-14T19:01:50.496384
1989-006CE,40785.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-02-20T18:54:34.646400
1989-006CF,40786.0,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2020-01-19T07:29:34.291680
1994-085AA,40789.0,SL-19 DEB,CIS,1994-12-26,TYMSC,DEB,2023-06-08T15:17:33.156384
1994-085AC,40791.0,SL-19 DEB,CIS,1994-12-26,TYMSC,DEB,2016-02-01T15:22:40.399104
1993-036BVY,40795.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-09-11T23:53:49.255008
1993-036BWB,40798.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-26T01:53:26.818368
1993-036BWL,40807.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2023-01-04T02:52:33.958272
1993-036BWQ,40811.0,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-03-24T04:47:40.234272
2010-042Y,40815.0,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-04-04T15:56:08.771424
2010-057AH,40816.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-10-24T10:21:09.959328
2010-057AM,40820.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-10-12T12:01:13.571328
2010-057AN,40821.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2016-03-18T03:15:41.984640
2010-057AP,40822.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2023-04-06T11:07:54.104160
2010-057AR,40824.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-04-25T04:30:05.062176
2010-057AS,40825.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2018-10-01T20:11:08.834208
2010-057AT,40826.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-08-26T20:27:05.163840
2010-057AU,40827.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-08-20T01:56:15.514368
2010-057AV,40828.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-07-22T06:43:42.029184
2010-057AW,40829.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2023-12-15T21:39:55.265472
2010-057AX,40830.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-10-09T06:10:55.113312
2010-057AY,40831.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2019-02-06T05:56:50.542080
2010-057AZ,40832.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-11-02T04:32:33.696960
2010-057BA,40833.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-09-12T11:25:20.554176
2010-057BC,40835.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2020-09-11T22:58:03.047808
2010-057BD,40836.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-09-13T06:39:16.580736
2010-057BE,40837.0,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2016-02-08T03:19:38.443296
2011-077T,40838.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2024-06-18T20:07:48.961632
2011-077Z,40844.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2022-05-27T13:27:13.215168
2011-077AB,40846.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2017-12-13T06:18:49.285152
2011-077AC,40847.0,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2023-03-11T11:43:54.861888
2012-008U,40854.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-04-07T16:18:54.530784
2012-008X,40857.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2023-07-18T05:05:49.139520
2012-008Z,40859.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2021-11-30T18:26:54.256992
2012-008AA,40860.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2021-08-21T07:38:25.499616
2012-008AB,40861.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-11-07T21:10:17.355648
2012-008AC,40862.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2017-01-10T17:07:21.526176
2012-008AE,40864.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2023-06-21T21:49:06.889728
2012-008AF,40865.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2022-10-18T00:39:47.575008
2012-008AG,40866.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2017-02-13T15:34:39.947808
2012-008AH,40867.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-10-24T00:27:56.861568
2012-008AL,40870.0,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-06-13T22:06:16.178112
2015-039D,40877.0,ARIANE 5 DEB [SYLDA],FR,2015-08-20,FRGUI,DEB,2024-09-28T23:52:35.950656
1982-118G,40914.0,DMSP 5D-2 F6 DEB,US,1982-12-21,AFWTR,DEB,2024-10-08T08:53:38.505120
2015-052B,40931.0,LAPAN-A2,INDO,2015-09-28,SRILR,PAY+,2025-02-07T19:39:12.850272
2015-052C,40932.0,LEMUR-2-JOEL,US,2015-09-28,SRILR,PAY-,2024-01-05T07:04:58.892448
2015-052D,40933.0,LEMUR-2-CHRIS,US,2015-09-28,SRILR,PAY-,2024-02-19T08:18:26.573760
2015-052E,40934.0,LEMUR-2-JEROEN,US,2015-09-28,SRILR,PAY-,2024-01-04T11:16:05.772000
2015-052F,40935.0,LEMUR-2-PETER,US,2015-09-28,SRILR,PAY-,2024-01-06T08:13:36.472800
2015-052G,40936.0,EXACTVIEW 9,CA,2015-09-28,SRILR,PAY+,2024-01-06T01:52:58.658016
2015-052H,40937.0,PSLV R/B,IND,2015-09-28,SRILR,R/B,2024-01-05T13:54:31.588992
2008-066D,40987.0,FENGYUN 2E DEB,PRC,2008-12-23,XICLF,DEB,2025-01-28T10:47:27.475584
2015-044C,40991.0,ATLAS 5 CENTAUR DEB,US,2015-09-02,AFETR,DEB,2017-10-08T21:07:29.020800
1997-051ABH,40995.0,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2022-04-14T04:44:57.230304
